time GYR_X_865 Q_X_865 Q_Y_871 GYR_Y_871 Q_Z_925 GYR_Z_925 UPP_X_865 UPP_Y_871 UPP_Z_925 
sec V V V V V V V V V 
# ai0 ai1 ai2 ai3 ai4 ai5 ai6 ai7 ai8 
0.110000 2.477191568523170683846502 2.536769530217025891971616 2.510845063162510104604053 2.466242107621291257402163 2.487657965646117297353612 2.476547482567869273850647 2.612610696640276675140058 2.630323076104391422092021 2.610034350699661942485363 
0.120000 2.477030547034112295534669 2.542244262913798014125177 2.525820065372206713050218 2.475742375127243821708589 2.488624094644529272102318 2.474937267690506370598769 2.621788929390408640074384 2.631128184308506590127763 2.606491875098866373150486 
0.130000 2.480411998337034518158362 2.546108780221856271452907 2.527913345359581231974744 2.476386461079433498611024 2.491200438667776850820701 2.473649095799813846241477 2.613576826378679385243231 2.629840011183873560440816 2.604881658942524325084378 
0.140000 2.474937267690506370598769 2.542566306019313326913789 2.517930010274766150502046 2.469784580187414757546094 2.483632428213202292255346 2.480573019829362291233110 2.617763388645746758243149 2.632094314158809122972116 2.605525745403124204813139 
0.150000 2.479445869386335932205156 2.534515228571562861503708 2.525498022299593969819398 2.472360923919069808363247 2.497802320409997278716219 2.473488074314176277113120 2.610034350699661942485363 2.631289205949816967233801 2.605364723787732206261580 
0.160000 2.478640761931703018206008 2.547074909563152633751315 2.530328668455097407274934 2.475742375127243821708589 2.480250976844862176307061 2.473810117285605958414862 2.614542956122906769422798 2.627585708240789408307592 2.608907199363654783041966 
0.170000 2.481378127293340174475134 2.551422491669742331765747 2.520023290161697016031894 2.478157697460791286658832 2.491683503176588043714901 2.470750709082125240456662 2.612449675017775696517219 2.630001032823883644340413 2.604398594098769059712595 
0.180000 2.480411998337034518158362 2.547718995793858631770945 2.526303129982310213819119 2.473166031343368764794377 2.495064954777657550977210 2.476547482567869273850647 2.613093761508749945932095 2.631933292516685618522843 2.602788377963405341830594 
0.190000 2.477191568523170683846502 2.533227056216650119324640 2.522277591608169000636508 2.479445869386335932205156 2.486369793656975968332290 2.473488074314176277113120 2.618729518415229051697679 2.633543508945240141372324 2.609873329079747339420692 
0.200000 2.480573019829362291233110 2.538057702599791909392479 2.530811733078466296831266 2.468174365375318757287459 2.491683503176588043714901 2.476869525545208894357074 2.613415804755208071696870 2.630645119385550234625271 2.603271442802320922993431 
0.210000 2.480089955352845265679207 2.549651254501224428850037 2.510523020119185932941264 2.476064418103027353623702 2.489429202147499076147596 2.473327052828695027386630 2.613737848002313235440397 2.628551838069640655959347 2.605686767018677851837083 
0.220000 2.478640761931703018206008 2.537735659503150387195092 2.532260926957107916024370 2.474937267690506370598769 2.482183234761212720087542 2.482988342232981704427175 2.611805588529388266749720 2.630967162667358749672530 2.604559615713192943786680 
0.230000 2.475903396615057872054422 2.541117112049488646619011 2.527269259206777807236222 2.469945601669478296713578 2.505370331511434844884434 2.476547482567869273850647 2.616153172376232127760431 2.628551838069640655959347 2.608907199363654783041966 
